repo_owner,repo_project,log_files,log_watch,size_bubble,primary_language,language_entropy
vczero,React-Native-Code,4.2626798770413155,5.117993812416755,62.5,JavaScript,0.4405050541533946
astaxie,build-web-application-with-golang,7.382746449738912,7.691656822810547,95.7,Go,0.436785216390638
pfnet,chainer,6.354370040797351,6.013715156042802,68.8,Python,0.0292038270419626
brandonhilkert,sucker_punch,3.258096538021482,5.627621113690637,47.4,Ruby,0.0
mgonto,restangular,2.9444389791664403,6.559615237493242,67.8,JavaScript,0.0
FreeRDP,FreeRDP,7.6787889981991535,5.351858133476067,83.2,C,0.5408942837035287
JakeLin,IBAnimatable,5.537334267018537,8.329103028159418,76.5,Swift,0.0151883423803565
andpor,react-native-sqlite-storage,3.8918202981106265,5.62040086571715,75.7,Java,1.2931948750255913
Urigo,angular-meteor,5.272999558563747,5.955837369464831,57.0,Dockerfile,0.5843694826034644
rickytan,RTImageAssets,3.58351893845611,6.0473721790462776,65.0,Objective-C,0.0
cppit,jucipp,4.634728988229636,5.594711379601839,68.7,C++,0.0557965417774451
callmecavs,layzr.js,2.4849066497880004,6.583409222158765,52.1,JavaScript,0.3510607835423119
Raathigesh,Dazzle,4.127134385045092,6.1092475827643655,45.2,JavaScript,0.136885872951356
peter-murach,tty,3.970291913552122,5.225746673713202,42.8,Ruby,0.0
remy,html5demos,4.276666119016055,5.53338948872752,53.8,HTML,0.676438953866066
babel,babel-loader,3.367295829986474,5.988961416889864,42.1,JavaScript,0.0
gravmatt,force-js,2.8903717578961645,5.62040086571715,56.4,JavaScript,0.0
joomla,joomla-cms,8.737773460327283,5.786897381366708,78.8,PHP,0.3602593185424691
edenspiekermann,sprite.sh,2.4849066497880004,5.5093883366279774,43.1,JavaScript,0.4892850082686146
matt-harris,outline-mail,4.276666119016055,5.062595033026967,66.2,HTML,0.0487359605666036
mrclay,minify,5.272999558563747,5.568344503761097,50.1,PHP,0.7649319533279687
cmusatyalab,openface,5.4116460518550396,7.373374309910049,75.5,Lua,0.9534675809097743
romaonthego,REFrostedViewController,4.330733340286331,5.537334267018537,86.3,Objective-C,0.046951670598348
flutter,flutter,6.92461239604856,6.040254711277414,79.5,Dart,0.0817404343776845
rgraciano,echo-sonos,2.8903717578961645,5.5254529391317835,39.1,JavaScript,0.0672576677894824
frankiesardo,auto-parcel,3.8066624897703196,5.147494476813453,45.6,Java,0.0
Netflix,ribbon,5.811140992976701,5.442417710521793,67.8,Java,0.0
hioa-cs,IncludeOS,6.336825731146441,5.225746673713202,72.6,C++,0.6123943602311623
flowjs,ng-flow,3.6375861597263857,5.187385805840755,62.7,JavaScript,0.0908473253590675
constabulary,gb,5.147494476813453,5.631211781821365,62.4,Go,0.0131742430211401
danielstjules,Stringy,2.772588722239781,5.529429087511423,58.5,PHP,0.0
bmichotte,HSTracker,7.784889295655098,5.318119993844216,91.5,Swift,0.0639724033505748
ZZROTDesign,docker-clean,2.70805020110221,5.863631175598097,41.3,Shell,0.137780444852314
aws,aws-sdk-go,7.00033446027523,5.820082930352362,83.4,Go,0.0166659669549808
postaljs,postal.js,3.9889840465642745,5.278114659230517,29.5,JavaScript,0.1802224741799742
graphite-project,graphite-web,6.259581464064923,5.918893854273146,61.6,JavaScript,0.8883146300423153
kentcdodds,cross-env,2.833213344056216,5.641907070938114,17.0,JavaScript,0.0
Automattic,amp-wp,4.143134726391533,6.111467339502679,53.8,PHP,0.3841652318612799
alexk111,SVG-Morpheus,2.995732273553991,5.147494476813453,45.0,JavaScript,0.0
xtr4nge,FruityWifi,5.049856007249537,5.220355825078324,59.6,PHP,0.1136156657764672
kombai,freewall,4.762173934797756,5.342334251964811,82.4,HTML,0.8551311592761552
sixohsix,twitter,3.5263605246161616,5.153291594497779,45.3,Python,0.0
CanCanCommunity,cancancan,4.060443010546419,5.950642552587727,58.6,Ruby,0.0
andreamazz,SubtleVolume,3.9318256327243257,6.118097198041348,59.1,Swift,0.42834087789992
JosPolfliet,pandas-profiling,2.772588722239781,5.455321115357702,37.4,Python,0.7298433961220558
buunguyen,octotree,4.30406509320417,8.01862546504575,84.8,JavaScript,0.6049669516115309
php-ds,ds,5.720311776607412,6.401917196727186,62.4,C,0.0451514562076183
google,recaptcha,3.2188758248682006,5.631211781821365,42.1,PHP,0.0
winslowdibona,TabDrawer,4.605170185988092,6.1903154058531475,46.5,Swift,0.4222780750198632
xiongwei-git,AndroidVideoPlayer,4.68213122712422,5.641907070938114,46.1,Java,0.0
prometheus,prometheus,6.767343125265392,7.242797922793756,84.4,Go,0.4453863366980782
marvinroger,homie-esp8266,4.143134726391533,5.10594547390058,49.1,HTML,0.8310688163325148
core-plot,core-plot,6.651571873589727,5.54907608489522,88.8,Objective-C,0.0818889849910603
tarruda,zsh-autosuggestions,4.02535169073515,5.135798437050262,52.4,Shell,0.1247948566358144
pinterest,PINCache,4.68213122712422,5.648974238161206,57.4,Objective-C,0.2762038079853211
gleitz,howdoi,2.6390573296152584,6.7580945044277305,32.1,Python,0.582099409277325
playcanvas,engine,6.198478716492308,5.638354669333745,77.5,JavaScript,0.0004236168687991
raboof,nethogs,3.7376696182833684,5.631211781821365,51.2,C++,0.8516483379479848
drgomesp,symfony-docker,3.6375861597263857,5.117993812416755,36.9,PHP,0.2805825382003647
zeroc-ice,ice,8.684570300824369,5.220355825078324,92.6,C++,1.8851744958093344
dzenbot,DZNEmptyDataSet,7.034387929915503,7.325148957955575,72.9,Objective-C,0.1477832718595248
ppoffice,hexo-theme-icarus,5.3471075307174685,5.313205979041787,44.9,JavaScript,0.6273494298272903
marcuswestin,store.js,3.367295829986474,6.642486801367256,47.5,JavaScript,0.1472145505250925
